reason,root_vel_max,root_vel_min,root_acc_max,root_acc_min,still_max_sec,trajectory_duration_sec,present_ratio,center_valid_frame_ratio,center_valid_frame_count,video_duration_sec,seq_name,frame_count,track_count,video_width,video_height,video_path,pkl_path,object_key,source_path,scenario,environment,task_label,subtask_label,s3_uri,date,bucket
pass,6.885839,0.056304,168.016997,0.000000,0.133467,3.203200,-1.000000,,,3.203200,43421_36642_39873,96,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/26944/43421_36642_39873_mano/43421_36642_39873_mano.pkl,work-122/clips/家庭服务类/26944/43421_36642_39873.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/26944/43421_36642_39873.mp4,家庭服务类,家庭客厅,杯具摆盘,透明杯摆放入盘,s3://production-clipped/work-122/clips/家庭服务类/26944/43421_36642_39873.mp4,20260422,part_001
pass,4.375614,0.079840,99.858459,0.093485,0.066733,2.002000,-1.000000,,,2.002000,43425_47547_49530,60,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/26944/43425_47547_49530_mano/43425_47547_49530_mano.pkl,work-122/clips/家庭服务类/26944/43425_47547_49530.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/26944/43425_47547_49530.mp4,家庭服务类,家庭客厅,杯具摆盘,透明杯摆放入盘,s3://production-clipped/work-122/clips/家庭服务类/26944/43425_47547_49530.mp4,20260422,part_001
pass,4.049223,0.034555,83.136879,0.000000,0.200200,2.335667,-1.000000,,,2.335667,43426_50337_52651,70,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/26944/43426_50337_52651_mano/43426_50337_52651_mano.pkl,work-122/clips/家庭服务类/26944/43426_50337_52651.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/26944/43426_50337_52651.mp4,家庭服务类,家庭客厅,杯具摆盘,透明杯摆放入盘,s3://production-clipped/work-122/clips/家庭服务类/26944/43426_50337_52651.mp4,20260422,part_001
pass,10.928108,0.088280,290.214981,0.000000,0.100100,4.237567,-1.000000,,,4.237567,43450_2967_7179,127,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/26945/43450_2967_7179_mano/43450_2967_7179_mano.pkl,work-122/clips/家庭服务类/26945/43450_2967_7179.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/26945/43450_2967_7179.mp4,家庭服务类,家庭洗衣区,立式洗衣机衣物投放,洗衣机开盖,s3://production-clipped/work-122/clips/家庭服务类/26945/43450_2967_7179.mp4,20260422,part_001
pass,5.655297,0.054535,150.269128,0.000000,0.100100,1.634967,-1.000000,,,1.634967,43503_18975_20582,49,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/26946/43503_18975_20582_mano/43503_18975_20582_mano.pkl,work-122/clips/家庭服务类/26946/43503_18975_20582.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/26946/43503_18975_20582.mp4,家庭服务类,家庭客厅,餐具归置,碗堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/26946/43503_18975_20582.mp4,20260422,part_001
pass,12.219085,0.075431,289.941468,0.000000,0.333667,3.036367,-1.000000,,,3.036367,43685_22373_25405,91,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/26949/43685_22373_25405_mano/43685_22373_25405_mano.pkl,work-122/clips/家庭服务类/26949/43685_22373_25405.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/26949/43685_22373_25405.mp4,家庭服务类,家庭洗衣区,立式洗衣机衣物投放,洗衣机关盖,s3://production-clipped/work-122/clips/家庭服务类/26949/43685_22373_25405.mp4,20260422,part_001
pass,5.493202,0.087336,111.629637,0.000000,0.133467,3.036367,-1.000000,,,3.036367,43737_13312_16331,91,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/26951/43737_13312_16331_mano/43737_13312_16331_mano.pkl,work-122/clips/家庭服务类/26951/43737_13312_16331.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/26951/43737_13312_16331.mp4,家庭服务类,家庭客厅,餐具归置,盘子堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/26951/43737_13312_16331.mp4,20260422,part_001
pass,4.736500,0.053531,130.095403,0.033990,0.100100,2.802800,-1.000000,,,2.802800,43738_16876_19659,84,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/26951/43738_16876_19659_mano/43738_16876_19659_mano.pkl,work-122/clips/家庭服务类/26951/43738_16876_19659.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/26951/43738_16876_19659.mp4,家庭服务类,家庭客厅,餐具归置,盘子堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/26951/43738_16876_19659.mp4,20260422,part_001
pass,4.035613,0.049737,99.838677,0.000195,0.100100,2.168833,-1.000000,,,2.168833,43740_22805_25006,65,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/26951/43740_22805_25006_mano/43740_22805_25006_mano.pkl,work-122/clips/家庭服务类/26951/43740_22805_25006.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/26951/43740_22805_25006.mp4,家庭服务类,家庭客厅,餐具归置,碗堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/26951/43740_22805_25006.mp4,20260422,part_001
pass,5.107665,0.026290,134.105765,0.000000,0.200200,9.075733,-1.000000,,,9.075733,44519_15451_24552,272,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/4399/44519_15451_24552_mano/44519_15451_24552_mano.pkl,work-122/clips/家庭服务类/4399/44519_15451_24552.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/4399/44519_15451_24552.mp4,家庭服务类,家庭餐区,餐具归置,盘子堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/4399/44519_15451_24552.mp4,20260422,part_001
pass,3.280298,0.009103,72.888589,0.000000,1.134467,18.485133,-1.000000,,,18.485133,44214_19401_37910,554,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/4402/44214_19401_37910_mano/44214_19401_37910_mano.pkl,work-122/clips/家庭服务类/4402/44214_19401_37910.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/4402/44214_19401_37910.mp4,家庭服务类,家庭客厅,餐具归置,盘子堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/4402/44214_19401_37910.mp4,20260422,part_001
pass,3.566430,0.007436,69.783584,0.000000,1.134467,15.682333,-1.000000,,,15.682333,44215_38123_53780,470,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/4402/44215_38123_53780_mano/44215_38123_53780_mano.pkl,work-122/clips/家庭服务类/4402/44215_38123_53780.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/4402/44215_38123_53780.mp4,家庭服务类,家庭客厅,餐具归置,碗堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/4402/44215_38123_53780.mp4,20260422,part_001
pass,4.357215,0.037397,112.007012,0.000000,0.433767,9.609600,-1.000000,,,9.609600,44176_3410_13027,288,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/4403/44176_3410_13027_mano/44176_3410_13027_mano.pkl,work-122/clips/家庭服务类/4403/44176_3410_13027.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/4403/44176_3410_13027.mp4,家庭服务类,家庭餐区,餐具归置,筷子收纳入筒,s3://production-clipped/work-122/clips/家庭服务类/4403/44176_3410_13027.mp4,20260422,part_001
pass,4.721747,0.056360,129.968725,0.000001,0.233567,7.841167,-1.000000,,,7.841167,44177_13149_21000,235,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/4403/44177_13149_21000_mano/44177_13149_21000_mano.pkl,work-122/clips/家庭服务类/4403/44177_13149_21000.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/4403/44177_13149_21000.mp4,家庭服务类,家庭餐区,餐具归置,盘子堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/4403/44177_13149_21000.mp4,20260422,part_001
pass,4.647269,0.023050,125.105336,0.000000,0.300300,15.081733,-1.000000,,,15.081733,43889_16008_31065,452,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/4413/43889_16008_31065_mano/43889_16008_31065_mano.pkl,work-122/clips/家庭服务类/4413/43889_16008_31065.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/4413/43889_16008_31065.mp4,家庭服务类,家庭餐区,餐具归置,盘子堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/4413/43889_16008_31065.mp4,20260422,part_001
pass,4.115024,0.020111,111.180136,0.000000,0.333667,10.543867,-1.000000,,,10.543867,43890_31337_41908,316,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/4413/43890_31337_41908_mano/43890_31337_41908_mano.pkl,work-122/clips/家庭服务类/4413/43890_31337_41908.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/4413/43890_31337_41908.mp4,家庭服务类,家庭餐区,餐具归置,碗堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/4413/43890_31337_41908.mp4,20260422,part_001
pass,4.926966,0.032325,123.678333,0.000202,0.266933,11.945267,-1.000000,,,11.945267,43806_17046_28975,358,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/4414/43806_17046_28975_mano/43806_17046_28975_mano.pkl,work-122/clips/家庭服务类/4414/43806_17046_28975.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/4414/43806_17046_28975.mp4,家庭服务类,家庭餐区,餐具归置,盘子堆叠归置,s3://production-clipped/work-122/clips/家庭服务类/4414/43806_17046_28975.mp4,20260422,part_001
pass,8.132026,0.024499,225.848402,0.000000,0.500500,19.252567,-1.000000,,,19.252567,43399_419102_438381,577,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/5394/43399_419102_438381_mano/43399_419102_438381_mano.pkl,work-122/clips/家庭服务类/5394/43399_419102_438381.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/5394/43399_419102_438381.mp4,家庭服务类,家庭客厅,衣物折叠整理,儿童裤装折叠归置,s3://production-clipped/work-122/clips/家庭服务类/5394/43399_419102_438381.mp4,20260422,part_001
pass,6.084272,0.021154,160.452388,0.000000,0.467133,29.029000,-1.000000,,,29.029000,43852_322022_351057,870,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/5403/43852_322022_351057_mano/43852_322022_351057_mano.pkl,work-122/clips/家庭服务类/5403/43852_322022_351057.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/5403/43852_322022_351057.mp4,家庭服务类,家庭客厅,衣物折叠整理,上衣折叠归置,s3://production-clipped/work-122/clips/家庭服务类/5403/43852_322022_351057.mp4,20260422,part_001
pass,7.122586,0.012857,184.753183,0.000000,0.200200,29.062367,-1.000000,,,29.062367,43857_647344_676379,871,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/5403/43857_647344_676379_mano/43857_647344_676379_mano.pkl,work-122/clips/家庭服务类/5403/43857_647344_676379.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/5403/43857_647344_676379.mp4,家庭服务类,家庭客厅,衣物折叠整理,上衣折叠归置,s3://production-clipped/work-122/clips/家庭服务类/5403/43857_647344_676379.mp4,20260422,part_001
pass,2.799677,0.008968,71.962961,0.000000,1.101100,6.206200,-1.000000,,,6.206200,44585_5098_11273,186,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/6398/44585_5098_11273_mano/44585_5098_11273_mano.pkl,work-122/clips/家庭服务类/6398/44585_5098_11273.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/6398/44585_5098_11273.mp4,家庭服务类,家庭洗衣区,立式洗衣机衣物投放,洗衣机开盖,s3://production-clipped/work-122/clips/家庭服务类/6398/44585_5098_11273.mp4,20260422,part_001
pass,11.565819,0.115249,255.813946,0.000000,0.633967,4.738067,-1.000000,,,4.738067,44576_15952_20699,142,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/6399/44576_15952_20699_mano/44576_15952_20699_mano.pkl,work-122/clips/家庭服务类/6399/44576_15952_20699.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/6399/44576_15952_20699.mp4,家庭服务类,家庭洗衣区,立式洗衣机衣物投放,衣物放入洗衣桶,s3://production-clipped/work-122/clips/家庭服务类/6399/44576_15952_20699.mp4,20260422,part_001
pass,3.555506,0.022344,92.212213,0.000000,0.467133,5.905900,-1.000000,,,5.905900,44580_49375_55262,177,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/6399/44580_49375_55262_mano/44580_49375_55262_mano.pkl,work-122/clips/家庭服务类/6399/44580_49375_55262.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/6399/44580_49375_55262.mp4,家庭服务类,家庭洗衣区,立式洗衣机衣物投放,洗衣机关盖,s3://production-clipped/work-122/clips/家庭服务类/6399/44580_49375_55262.mp4,20260422,part_001
pass,6.378451,0.024341,163.786126,0.000000,0.300300,6.172833,-1.000000,,,6.172833,44568_13428_19612,185,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/6400/44568_13428_19612_mano/44568_13428_19612_mano.pkl,work-122/clips/家庭服务类/6400/44568_13428_19612.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/6400/44568_13428_19612.mp4,家庭服务类,家庭洗衣区,立式洗衣机衣物投放,衣物放入洗衣桶,s3://production-clipped/work-122/clips/家庭服务类/6400/44568_13428_19612.mp4,20260422,part_001
pass,5.011057,0.029790,124.387153,0.000000,0.166833,7.974633,-1.000000,,,7.974633,44569_20584_28535,239,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/6400/44569_20584_28535_mano/44569_20584_28535_mano.pkl,work-122/clips/家庭服务类/6400/44569_20584_28535.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/6400/44569_20584_28535.mp4,家庭服务类,家庭洗衣区,立式洗衣机衣物投放,衣物放入洗衣桶,s3://production-clipped/work-122/clips/家庭服务类/6400/44569_20584_28535.mp4,20260422,part_001
pass,2.647024,0.015569,61.100134,0.000213,1.301300,9.442767,-1.000000,,,9.442767,44573_69350_78803,283,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/6400/44573_69350_78803_mano/44573_69350_78803_mano.pkl,work-122/clips/家庭服务类/6400/44573_69350_78803.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/6400/44573_69350_78803.mp4,家庭服务类,家庭洗衣区,立式洗衣机衣物投放,洗衣机关盖,s3://production-clipped/work-122/clips/家庭服务类/6400/44573_69350_78803.mp4,20260422,part_001
pass,13.434199,0.045334,262.980662,0.000000,0.200200,6.673333,-1.000000,,,6.673333,44530_21139_27792,200,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/6410/44530_21139_27792_mano/44530_21139_27792_mano.pkl,work-122/clips/家庭服务类/6410/44530_21139_27792.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/6410/44530_21139_27792.mp4,家庭服务类,家庭洗衣区,立式洗衣机衣物投放,衣物放入洗衣桶,s3://production-clipped/work-122/clips/家庭服务类/6410/44530_21139_27792.mp4,20260422,part_001
pass,12.919879,0.037816,353.889927,0.000000,0.266933,5.805800,-1.000000,,,5.805800,44531_29645_35456,174,2,,,,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_mano/202604/0422/part_001/work-122/clips/家庭服务类/6410/44531_29645_35456_mano/44531_29645_35456_mano.pkl,work-122/clips/家庭服务类/6410/44531_29645_35456.mp4,/home/ubuntu/Synadata_dev/jeff/Synadata/dyn-hamr/ego_hand_videos/202604/0422/part_001/work-122/clips/家庭服务类/6410/44531_29645_35456.mp4,家庭服务类,家庭洗衣区,立式洗衣机衣物投放,衣物放入洗衣桶,s3://production-clipped/work-122/clips/家庭服务类/6410/44531_29645_35456.mp4,20260422,part_001
